NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL
,mjupiter,au,day,,deg,jd,m/s,,,,
HD 167042 b,1.63682,1.29371,420.77,0.089,85.7,2454230.1,32.16,Bowler 2010,http://adsabs.harvard.edu/abs/2010ApJ...709..396B,Johnson 2008,http://adsabs.harvard.edu/abs/2008ApJ...675..784J
Kepler-152 b,,0.135451,18.207973,,90,2455018.84202,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 69830 b,0.0316488,0.0781916,8.6669998,0.1,340,2453496.8,3.51,Lovis 2006,http://adsabs.harvard.edu/abs/2006Natur.441..305L,Lovis 2006,http://adsabs.harvard.edu/abs/2006Natur.441..305L
Kepler-8 b,0.582607,0.0483278,3.52254,0,90,2454954.1182,68.4,Jenkins 2010,http://adsabs.harvard.edu/abs/2010ApJ...724.1108J,Jenkins 2010,http://adsabs.harvard.edu/abs/2010ApJ...724.1108J
Kepler-336 d,,0.147443,20.678772,,90,2454984.69139,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-353 c,,0.0809409,8.410894,,90,2454966.80505,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 114762 b,11.6351,0.362932,83.9151,0.3354,201.28,2449889.106,612.48,Kane 2011,http://adsabs.harvard.edu/abs/2011ApJ...735L..41K,Latham 1989,http://adsabs.harvard.edu/abs/1989Natur.339...38L
Kepler-154 b,,0.201514,33.040532,,90,2454994.22087,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
61 Vir c,0.0333747,0.216926,38.021,0.14,341,2453350.4723572917,2.12,Vogt 2010,http://adsabs.harvard.edu/abs/2010ApJ...708.1366V,Vogt 2010,http://adsabs.harvard.edu/abs/2010ApJ...708.1366V
HD 45652 b,0.468448,0.227878,43.6,0.38,273,2454120.3,33.1,Santos 2008,http://adsabs.harvard.edu/abs/2008A%26A...487..369S,Santos 2008,http://adsabs.harvard.edu/abs/2008A%26A...487..369S
Kepler-237 c,,0.0789575,8.103636,,90,2455009.94805,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HAT-P-14 b,2.22166,0.0606258,4.627669,0.107,94,2454875.331,219,Torres 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..458T,Torres 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..458T
Kepler-317 c,,0.0832604,8.77501,,90,2454966.7098,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-301 d,,0.112331,13.751243,,90,2454977.61227,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-148 c,,0.050784,4.180043,,90,2455006.71928,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-49 d,,0.0367817,2.576549,,90,2455005.12932,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HIP 105854 b,8.2,0.812352,184.2,0.02,343.2,2455262.4,178.1,Jones 2014,http://adsabs.harvard.edu/abs/2014A%26A...566A.113J,Jones 2014,http://adsabs.harvard.edu/abs/2014A%26A...566A.113J
Kepler-169 b,,0.0429455,3.250619,,90,2454966.69209,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-66 b,2.30754,0.0546221,4.086052,0,90,2455929.09615,246,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H
HD 73256 b,1.86902,0.0371348,2.5485799,0.029,337.3,2452500.18,269,Udry 2003,http://adsabs.harvard.edu/abs/2003A%26A...407..679U,Udry 2003,http://adsabs.harvard.edu/abs/2003A%26A...407..679U
Kepler-303 c,,0.0720317,7.061149,,90,2454969.27187,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-168 b,,0.0527522,4.425391,,90,2454967.56055,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-56 b,,0.104248,10.5034294,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
6 Lyn b,2.20888,2.18639,874.774,0.059,314.9,2454024.5,31.52,Bowler 2010,http://adsabs.harvard.edu/abs/2010ApJ...709..396B,Sato 2008 ; Johnson 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S ; http://adsabs.harvard.edu/abs/2008ApJ...675..784J
Kepler-238 b,,0.0320006,2.090876,,90,2454967.2,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-151 c,,0.165872,24.674612,,90,2454979.77073,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-150 b,,0.0444944,3.428054,,90,2454965.36794,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 180314 b,22.6261,1.45528,396.03,0.257,303.1,2453565.9,340.8,Sato 2010,http://adsabs.harvard.edu/abs/2010PASJ...62.1063S,Sato 2010,http://adsabs.harvard.edu/abs/2010PASJ...62.1063S
HD 17092 b,4.96206,1.30798,359.89999,0.166,347.4,2452969.5,82.4,Niedzielski 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1354N,Niedzielski 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1354N
Kepler-353 b,,0.0631426,5.795278,,90,2454969.78197,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HIP 57274 b,0.0365708,0.0712798,8.1352,0.187,81,2454801.015,4.64,Fischer 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...21F,Fischer 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...21F
Kepler-93 b,0.00814206,0.0534149,4.72674,0,,,1.05,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
Kepler-281 c,,0.214705,36.337373,,90,2454993.40092,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-94 A b,0.418542,0.0532427,3.9501907,0,90,2456416.40138,45.4,Neveu-VanMalle 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..49N,Neveu-VanMalle 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..49N
Kepler-236 b,,0.0801996,8.295611,,90,2454968.79207,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 202206 b,16.8244,0.811776,255.87,0.435,161.18,2452175.3356994856,564.75,Correia 2005,http://adsabs.harvard.edu/abs/2005A%26A...440..751C,Udry 2002,http://adsabs.harvard.edu/abs/2002A%26A...390..267U
WASP-5 b,1.62047,0.0271923,1.6284229,0,90,2454373.99601,277.8,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Anderson 2008,http://adsabs.harvard.edu/abs/2008MNRAS.387L...4A
Kepler-78 b,0.00593365,0.00914662,0.35500744,,,,1.96,Sanchis-Ojeda 2013,http://adsabs.harvard.edu/abs/2013ApJ...774...54S,Sanchis-Ojeda 2013,http://adsabs.harvard.edu/abs/2013ApJ...774...54S
Kepler-55 f,,0.0920376,10.198545,,90,2454970.91714,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-314 c,,0.0643363,5.960392,,90,2454970.26485,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
CoRoT-2 b,3.27343,0.0280884,1.7429935,0.0143,102,2454237.592,563,Gillon 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A...3G,Alonso 2008,http://adsabs.harvard.edu/abs/2008A%26A...482L..21A
Kepler-447 b,1.36628,0.0769686,7.79430132,0.123,98.3,,141,Lillo-Box 2015,http://adsabs.harvard.edu/abs/2015A%26A...577A.105L,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
Kepler-187 c,,0.0946763,10.640263,,90,2455012.77393,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-257 c,,0.0687315,6.581484,,90,2455007.78643,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-424 c,7.03702,0.724323,223.3,0.319,,2455403.4,246,Endl 2014,http://adsabs.harvard.edu/abs/2014ApJ...795..151E,Endl 2014,http://adsabs.harvard.edu/abs/2014ApJ...795..151E
HD 108874 c,1.02837,2.72021,1680.3835,0.273039,10.4522,2452797.335,18.8971,Wright 2009,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V
GJ 832 c,0.016749,0.162542,35.68,0.18,10,2449983.65,1.79,Wittenmyer 2014,http://adsabs.harvard.edu/abs/2014ApJ...791..114W,Wittenmyer 2014,http://adsabs.harvard.edu/abs/2014ApJ...791..114W
Kepler-289 b,,0.207581,34.543901,,90,2454965.68686,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-346 c,,0.162163,23.851549,,90,2454980.61656,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 200964 c,0.945722,2.00121,825,0.181,182.6,2455000,15.42,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J
HD 10180 h,0.206033,3.42452,2248,0.151,184,2453619.1739,3.11,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L
HD 33142 b,1.41137,1.09038,326.6,0.12,138,2455324,30.4,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J
Kepler-402 e,,0.098218,11.242861,,90,2454969.31655,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HAT-P-20 b,7.27817,0.03616,2.875317,0.015,317,2455079.875,1246,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B
HD 7924 b,0.0273647,0.0566417,5.39792,0.058,332,2455584.698,3.59,Fulton 2015,http://adsabs.harvard.edu/abs/2015ApJ...805..175F,Howard 2009,http://adsabs.harvard.edu/abs/2009ApJ...696...75H
Kepler-439 b,,0.594654,178.1396,0,90,2455399.3987,,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
CoRoT-5 b,0.461312,0.0496334,4.0378962,0.09,231.657,2454397.67413,59.1,Rauer 2009,http://adsabs.harvard.edu/abs/2009A%26A...506..281R,Rauer 2009,http://adsabs.harvard.edu/abs/2009A%26A...506..281R
WASP-47 b,1.13635,0.0520112,4.1591399,0,90,2455764.34602,136,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H
Kepler-194 d,,0.275493,52.814973,,90,2454997.90324,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
OGLE-2011-BLG-0251 b,,,,,,,,Kains 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A..70K,Kains 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A..70K
Kepler-36 b,,0.115423,13.83989,0,90,2454960.9753,,Carter 2012,http://adsabs.harvard.edu/abs/2012Sci...337..556C,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-161 b,,0.0566234,4.921355,,90,2455007.29899,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HAT-P-35 b,1.05305,0.0497734,3.646706,0.025,248,2455576.604,120.7,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B
HD 99109 b,0.504198,1.10806,439.3,0.09,256,2451310,14.1,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B
Kepler-253 c,,0.0925387,10.281951,,90,2455008.33982,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-5 b,2.11222,0.0506416,3.54846,0,90,2454955.90122,227.5,Koch 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.131K,Koch 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.131K
Kepler-161 c,,0.0720527,7.06424,,90,2454968.37914,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 10647 b,0.925037,2.02175,1003,0.16,336,2450960,17.9,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B
Kepler-331 b,,0.0812396,8.457496,,90,2454966.86954,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-28 c,,0.0768547,8.98597,0,90,2454981.7277,,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
HATS-9 b,0.832409,0.0304899,1.9153073,0,,,133.5,Brahm 2015,http://adsabs.harvard.edu/abs/2015AJ....150...33B,Brahm 2015,http://adsabs.harvard.edu/abs/2015AJ....150...33B
Kepler-121 b,,0.0422983,3.177422,,90,2454967.47787,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-412 b,0.928529,0.0295963,1.720861232,0.0038,125,2454966.187,142,Deleuil 2014,http://adsabs.harvard.edu/abs/2014arXiv1401.6811D,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
upsilon And c,1.91855,0.830445,241.33335,0.223848,250.76,2454265.567,53.6229,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Butler 1999,http://adsabs.harvard.edu/abs/1999ApJ...526..916B
Kepler-170 c,,0.12769,16.665863,,90,2455013.20177,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-122 b,,0.0629312,5.766193,,90,2454967.01488,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-12 b,1.34899,0.0225329,1.09142245,0.049,286,2454508.4837,226,Maciejewski 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..65M,Hebb 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1920H
Kepler-148 b,,0.0281967,1.729366,,90,2454966.81853,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 170469 b,0.668676,2.23538,1145,0.11,34,2451669,12,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F
Kepler-285 b,,0.0373252,2.633867,,90,2454967.56281,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 88133 b,0.296108,0.0469104,3.41587,0.133,349,2453016.31,36.1,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Fischer 2005,http://adsabs.harvard.edu/abs/2005ApJ...620..481F
HD 196885 b,2.9439,2.54171,1333,0.48,78,2452554,53.9,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,Correia 2008,http://adsabs.harvard.edu/abs/2008A%26A...479..271C
24 Sex b,1.83564,1.4118,455.2,0.184,227,2454758,33.2,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J
HD 190228 b,5.94193,2.60478,1136.1,0.531,101.2,2453522,91.4,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Perrier 2003,http://adsabs.harvard.edu/abs/2003A%26A...410.1039P
Kepler-333 b,,0.105697,12.551158,,90,2454970.26142,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-370 c,,0.139463,19.02293,,90,2454972.66161,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
OGLE-2006-BLG-109L b,,2.30386,1788.5,,,,,Bennett 2010,http://adsabs.harvard.edu/abs/2010ApJ...713..837B,Gaudi 2008,http://adsabs.harvard.edu/abs/2008Sci...319..927G
Kepler-111 c,,0.723521,224.784608,,90,2454975.09604,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-267 d,,0.182449,28.464515,,90,2454991.04035,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 181720 b,0.37199,1.84741,956,0.26,177,2453631,8.4,Santos 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..47S,Santos 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..47S
55 Cnc c,0.164558,0.237305,44.38,0.07,356,2453083,10.12,Endl 2012,http://adsabs.harvard.edu/abs/2012ApJ...759...19E,Marcy 2002,http://adsabs.harvard.edu/abs/2004ApJ...614L..81M
HD 156411 b,0.732711,1.87545,842.2,0.22,45,2454356,14,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N
HATS-3 b,1.07114,0.0485119,3.547851,0,90,2456155.096734,125.7,Bayliss 2013,http://adsabs.harvard.edu/abs/2013AJ....146..113B,Bayliss 2013,http://adsabs.harvard.edu/abs/2013AJ....146..113B
Kepler-101 b,,0.0450089,3.487691,,90,2455003.9,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
91 Aqr b,3.07016,0.688457,181.4,0.027,177.3,2453472.1,91.5,Mitchell 2013,http://adsabs.harvard.edu/abs/2013A%26A...555A..87M,Mitchell 2013,http://adsabs.harvard.edu/abs/2013A%26A...555A..87M
Kepler-362 b,,0.0928099,10.327186,,90,2454972.3793,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-301 b,,0.0361317,2.508553,,90,2454968.0101,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-403 b,,0.0718296,7.031462,,90,2454967.45161,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-404 c,,0.117713,14.751166,,90,2454970.1376,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-279 b,,0.104337,12.309681,,90,2454970.68644,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 27894 b,0.617925,0.122117,17.990999,0.049,132.9,2453275.46,58.1,Moutou 2005,http://adsabs.harvard.edu/abs/2005A%26A...439..367M,Moutou 2005,http://adsabs.harvard.edu/abs/2005A%26A...439..367M
HD 156279 b,9.7848,0.494507,131.05,0.708,264.2,2455525.59,578,Diaz 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A.113D,Diaz 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A.113D
Kepler-207 d,,0.0636703,5.868075,,90,2455003.32243,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-297 c,,0.347807,74.920137,,90,2454958.0377,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-345 b,,0.0744222,7.415563,,90,2454970.81508,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
61 Vir d,0.0715929,0.474527,123.01,0.35,314,2453350.031126736,3.25,Vogt 2010,http://adsabs.harvard.edu/abs/2010ApJ...708.1366V,Vogt 2010,http://adsabs.harvard.edu/abs/2010ApJ...708.1366V
Kepler-141 c,,0.0716875,7.010606,,90,2455007.57599,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 179079 b,0.0837774,0.119635,14.476,0.115,357,2454400.5,6.64,Valenti 2009,http://adsabs.harvard.edu/abs/2009ApJ...702..989V,Valenti 2009,http://adsabs.harvard.edu/abs/2009ApJ...702..989V
Kepler-220 d,,0.180985,28.122397,,90,2454979.91883,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
OGLE-05-390L b,,2.72349,3500,,,,,,http://adsabs.harvard.edu/abs/2006Natur.439..437B,Beaulieu 2006,http://adsabs.harvard.edu/abs/2006Natur.439..437B
WASP-4 b,1.22306,0.0230406,1.3382299,0,90,2454387.327787,240,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Wilson 2008,http://adsabs.harvard.edu/abs/2008ApJ...675L.113W
Kepler-432 c,2.36402,1.17816,406.2,0.498,60.8,2456139.3,62.1,Quinn 2015,http://adsabs.harvard.edu/abs/2015ApJ...803...49Q,Ciceri 2015,http://adsabs.harvard.edu/abs/2015A%26A...573L...5C
Kepler-141 b,,0.041677,3.107675,,90,2454965.63058,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 4113 b,1.64829,1.27266,526.62,0.903,317.7,2453778,97.1,Tamuz 2008,http://adsabs.harvard.edu/abs/2008A%26A...480L..33T,Tamuz 2008,http://adsabs.harvard.edu/abs/2008A%26A...480L..33T
HD 330075 b,0.623724,0.0392074,3.38773,0,0,2452878.815,107,Pepe 2004,http://adsabs.harvard.edu/abs/2004A%26A...423..385P,Pepe 2004,http://adsabs.harvard.edu/abs/2004A%26A...423..385P
Kepler-256 e,,0.0949212,10.681572,,90,2454964.55493,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 104985 b,4.9174,0.678014,199.505,0.09,203.5,2451927.5,166.8,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60..539S,Sato 2003,http://adsabs.harvard.edu/abs/2003ApJ...597L.157S
HATS-10 b,0.524155,0.0449161,3.312846,0,,,67,Brahm 2015,http://adsabs.harvard.edu/abs/2015AJ....150...33B,Brahm 2015,http://adsabs.harvard.edu/abs/2015AJ....150...33B
Kepler-189 b,,0.0932453,10.399931,,90,2454974.51092,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-101 c,,0.0648349,6.029809,,90,2454965.48205,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 87883 b,1.75571,3.57648,2754,0.53,291,2451139,34.7,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F
Kepler-81 c,,0.0885967,12.04,,,,,Xie 2013,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X
Kepler-156 c,,0.123783,15.906801,,90,2455010.93315,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-127 d,,0.260742,48.630408,,90,2455005.54709,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 10180 g,0.0673813,1.42271,602,0,90,2454042.585,1.56,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L
Kepler-275 c,,0.124722,16.088134,,90,2454972.49745,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
